marca,tipo_carroceria,año,kilometraje,tipo_combustible,transmision,cilindrada,potencia,peso,consumo,color,edad_propietarios,calificacion_estado,region_venta,precio
Toyota,Pickup,2014,400000,Eléctrico,Manual,2119,93,1411,0.0,Negro,1,4.05461612567151,Centro,2200.0
Toyota,SUV,2013,400000,Diesel,Automática,1969,80,1100,5.884194574961156,Verde,2,3.5473949853454134,Este,1500.0
BMW,Coupé,2024,1000,Diesel,Manual,1724,80,1781,8.44306815002353,Amarillo,2,9.222462550596052,Sur,47600.0
Mazda,Hatchback,2021,400000,Diesel,Automática,1522,80,1203,6.1533738397104,Azul,1,3.7593067448436854,Oeste,3400.0
Kia,Pickup,2014,400000,Gasolina,Automática,1084,80,1203,7.246135825857424,Negro,1,4.653250731242058,Sur,1500.0
BMW,Pickup,2018,400000,Diesel,Manual,2773,129,1233,6.040523471396873,Plata,1,8.480948056387172,Este,12400.0
Nissan,Coupé,2023,400000,Gasolina,Manual,1866,80,1264,8.92585219682488,Verde,2,3.6040402837690024,Sur,5400.0
Chevrolet,Sedán,2020,400000,Gasolina,Automática,2396,134,1224,9.061101366056736,Plata,2,4.324312120068019,Norte,3800.0
Chevrolet,Hatchback,2012,400000,Gasolina,Manual,2557,111,1305,9.122226938964559,Gris,1,4.608697809560695,Centro,800.0
Ford,SUV,2024,1000,Gasolina,Manual,2519,126,1530,7.432751638164948,Gris,1,7.551343386178478,Norte,22000.0
Chevrolet,SUV,2023,400000,Diesel,Automática,2335,134,1431,4.41099230070026,Gris,4,8.264218686115193,Norte,16900.0
Hyundai,SUV,2011,400000,Eléctrico,Automática,2112,107,1205,0.0,Amarillo,1,7.743403695580132,Norte,2600.0
Nissan,Pickup,2011,400000,Gasolina,Automática,1149,91,1518,11.556997950933315,Plata,4,6.5666409405212445,Sur,1600.0
BMW,SUV,2023,400000,Diesel,Manual,2788,146,1643,7.593570390514615,Rojo,1,9.973776786754321,Oeste,38000.0
Chevrolet,SUV,2018,400000,Gasolina,Manual,1429,80,1335,7.229892913698668,Amarillo,1,7.9173735257817155,Centro,6100.0
Nissan,Sedán,2016,400000,Diesel,Automática,2746,130,1371,10.701457873911497,Azul,1,4.924418044181652,Sur,2400.0
Nissan,Sedán,2019,400000,Gasolina,Automática,1852,103,1320,8.114162403963615,Negro,1,9.005262699487654,Norte,6500.0
Nissan,Hatchback,2021,400000,Gasolina,Automática,2493,133,1215,7.599077972521906,Negro,2,6.771149627141501,Este,5500.0
Mazda,Sedán,2013,400000,Gasolina,Automática,2426,128,1000,8.950173161879073,Azul,2,8.796611320375725,Este,2700.0
Honda,Sedán,2015,400000,Diesel,Automática,2180,98,1337,11.028480111798498,Blanco,1,3.0480310338187957,Norte,1300.0
Chevrolet,SUV,2019,400000,Gasolina,Manual,2177,104,1981,5.763881469837337,Plata,1,8.320079238411537,Oeste,7900.0
Toyota,Sedán,2015,400000,Híbrido,Automática,1910,80,1342,3.257296577041595,Plata,2,7.221540983949667,Centro,3900.0
Ford,Sedán,2012,400000,Gasolina,Automática,2022,99,1165,6.743069972616716,Gris,3,8.190357767307898,Sur,2000.0
Chevrolet,Pickup,2018,400000,Híbrido,Automática,2019,106,1525,4.8272422243877955,Amarillo,1,8.041152311169624,Oeste,7000.0
Mazda,Pickup,2013,400000,Diesel,Automática,2081,93,1361,9.012179302326093,Verde,3,3.999653411968821,Este,1400.0
Mercedes-Benz,SUV,2010,400000,Gasolina,Automática,1933,90,1519,10.634464992115015,Verde,1,8.721902979842671,Norte,4600.0
Nissan,SUV,2011,400000,Gasolina,Automática,1334,80,1479,6.70073750223909,Azul,1,3.155107851433031,Sur,700.0
Hyundai,Coupé,2014,400000,Diesel,Manual,1790,94,1349,7.069199221285635,Blanco,1,6.190629047260733,Oeste,2100.0
Chevrolet,Sedán,2023,400000,Diesel,Automática,2213,93,1424,10.34994045985309,Blanco,1,4.786605239240309,Oeste,6300.0
Nissan,Hatchback,2023,400000,Diesel,Automática,1933,88,1704,8.652416225218216,Plata,1,7.101260911480113,Oeste,8600.0
Toyota,Hatchback,2017,400000,Gasolina,Automática,2004,80,1371,7.430895962749918,Gris,1,8.192335018875616,Sur,4000.0
Honda,Pickup,2016,400000,Gasolina,Automática,1696,80,1692,7.621110292505346,Negro,1,9.407337496707598,Centro,5600.0
Ford,Minivan,2018,400000,Eléctrico,Automática,2286,119,1503,0.0,Gris,1,3.578349524338456,Sur,3500.0
Chevrolet,SUV,2010,400000,Gasolina,Automática,2312,123,1582,13.37904419498102,Negro,3,7.072369146979567,Norte,1600.0
Toyota,SUV,2011,400000,Gasolina,Automática,1000,80,1541,11.267556467345637,Verde,1,5.485864555287787,Sur,1600.0
Toyota,Hatchback,2024,1000,Gasolina,Automática,1220,80,1347,8.211217571027657,Plata,1,4.775704881606083,Oeste,10700.0
Honda,Minivan,2019,400000,Diesel,Automática,1909,110,1664,8.753780952256939,Amarillo,1,3.5740600384657712,Centro,3400.0
Audi,Coupé,2013,400000,Diesel,Automática,2251,140,1492,9.807911316579698,Gris,5,4.597284158102334,Centro,3300.0
Ford,Hatchback,2016,400000,Gasolina,Automática,2149,103,1297,5.088638898760264,Blanco,2,6.23484836071982,Norte,2300.0
Chevrolet,Pickup,2022,400000,Gasolina,Automática,1930,97,1139,7.470655920093315,Azul,1,3.038876355908484,Norte,4300.0
Honda,Sedán,2024,1000,Gasolina,Manual,2416,116,1555,6.714005671127198,Rojo,2,7.1026891178334255,Este,18000.0
Nissan,SUV,2022,400000,Gasolina,Manual,2302,109,1087,8.758890981644267,Blanco,1,3.7308846001021037,Este,5400.0
Honda,Sedán,2010,400000,Gasolina,Automática,1900,85,1234,5.664946451678736,Verde,4,7.0264827571528965,Este,1200.0
Honda,Sedán,2014,400000,Eléctrico,Automática,1930,104,1151,0.0,Azul,1,5.641109890504931,Sur,3100.0
Chevrolet,Hatchback,2011,400000,Gasolina,Manual,1345,84,1572,8.498232921499591,Negro,1,8.419211382605367,Centro,1300.0
Toyota,Coupé,2023,400000,Gasolina,Manual,2050,82,1493,7.300701550265109,Plata,2,6.069556693375844,Norte,10200.0
Toyota,Hatchback,2024,1000,Híbrido,Manual,2280,122,1459,4.631312937103228,Gris,2,9.602736033506885,Este,22600.0
Honda,Hatchback,2011,400000,Gasolina,Automática,1639,80,1449,9.532333431722538,Verde,1,5.282435377846911,Norte,1000.0
Toyota,Sedán,2011,400000,Gasolina,Automática,2019,106,1431,5.160685358949207,Verde,2,6.801265186022347,Este,1600.0
Toyota,Hatchback,2024,1000,Gasolina,Manual,2168,113,1730,6.431085488937871,Plata,3,8.124304496628607,Sur,15600.0
Ford,SUV,2018,400000,Gasolina,Automática,2435,129,1130,9.58246595935845,Plata,2,4.530646814080572,Sur,3700.0
Kia,Hatchback,2020,400000,Híbrido,Manual,1846,96,1656,4.002768377979705,Negro,2,3.1155889054230768,Oeste,2300.0
Nissan,SUV,2019,400000,Gasolina,Automática,1569,80,1380,10.27002808228727,Plata,1,8.496202051268195,Norte,7300.0
Chevrolet,Hatchback,2014,400000,Gasolina,Automática,1831,89,1747,7.630927389510963,Gris,2,5.052405423180333,Oeste,1300.0
Honda,SUV,2024,1000,Diesel,Automática,2145,127,1504,7.655177031823589,Verde,1,4.117583466241061,Sur,14500.0
Mercedes-Benz,Hatchback,2017,400000,Híbrido,Manual,2118,107,1592,4.131264045759432,Blanco,2,7.1480975071730075,Sur,8800.0
Ford,Sedán,2022,400000,Gasolina,Manual,1230,80,1469,9.346618299236656,Plata,1,5.611043983931701,Norte,7000.0
Toyota,SUV,2019,400000,Gasolina,Automática,1830,87,1203,8.741683548989787,Gris,1,4.858601318367306,Oeste,5300.0
Nissan,SUV,2015,400000,Eléctrico,Manual,1488,80,1414,0.0,Gris,1,7.948990097575141,Oeste,4700.0
Toyota,Hatchback,2020,400000,Gasolina,Automática,2016,116,1415,9.734709635089725,Negro,3,9.774589363603758,Oeste,8300.0
Ford,Hatchback,2010,400000,Diesel,Automática,2178,94,1525,5.505374686426205,Plata,1,6.6881816941850865,Norte,1100.0
Chevrolet,Coupé,2019,400000,Diesel,Automática,2510,125,1535,6.927492175417413,Verde,1,8.434381610343088,Norte,8500.0
BMW,Hatchback,2018,400000,Diesel,Automática,2629,128,1614,6.934430996447626,Negro,1,8.891638858630177,Norte,10700.0
Chevrolet,SUV,2024,1000,Gasolina,Manual,2248,130,1519,6.10877085069897,Blanco,2,6.388415001150429,Centro,18600.0
Mazda,Pickup,2016,400000,Gasolina,Automática,1793,114,1381,8.407109352208858,Blanco,1,6.542445462076333,Sur,3800.0
Audi,SUV,2020,400000,Diesel,Automática,1744,98,1223,5.497862032973544,Azul,2,8.026703106991999,Centro,19800.0
Toyota,Sedán,2011,400000,Gasolina,Manual,2231,133,1553,6.144119195101669,Amarillo,5,9.476033674056588,Centro,2100.0
Honda,Hatchback,2023,400000,Gasolina,Automática,2382,104,1163,7.792472981604126,Gris,1,8.716283992386597,Sur,10900.0
Ford,Sedán,2017,400000,Gasolina,Automática,1392,80,1488,5.637497974276047,Plata,2,8.475328525930685,Este,4800.0
Chevrolet,Sedán,2011,400000,Gasolina,Automática,3192,165,1608,9.282462098881817,Azul,1,8.429047703922468,Este,1600.0
Ford,Pickup,2011,400000,Eléctrico,Manual,2213,122,1485,0.0,Verde,3,6.291562481441523,Este,2000.0
BMW,Pickup,2013,400000,Gasolina,Automática,2419,115,1233,9.10116780404611,Gris,2,9.024705159584292,Norte,6200.0
Mazda,Pickup,2017,400000,Eléctrico,Automática,2231,102,1369,0.0,Verde,1,5.5063945782893695,Norte,5100.0
Nissan,Sedán,2016,400000,Gasolina,Manual,1476,80,1409,5.908018020821037,Plata,2,7.254797933017493,Oeste,2900.0
Ford,Pickup,2011,400000,Gasolina,Automática,1779,109,1394,6.892289863329776,Amarillo,1,3.9597997224394477,Oeste,800.0
Kia,Hatchback,2019,400000,Gasolina,Automática,1612,85,1465,6.179276392358535,Negro,2,7.550344093676366,Centro,3800.0
Mercedes-Benz,Pickup,2015,400000,Diesel,Automática,1155,80,1558,10.44065796927269,Blanco,4,8.250317917037648,Oeste,9200.0
Kia,Hatchback,2020,400000,Diesel,Automática,1387,82,1339,8.705790922797195,Azul,1,5.875395442087425,Norte,4200.0
Toyota,Hatchback,2020,400000,Gasolina,Automática,2879,152,1531,7.651138535318423,Verde,2,6.587713478382567,Centro,5800.0
Nissan,Sedán,2013,400000,Híbrido,Manual,1891,112,1504,5.615938609302135,Azul,1,3.112784218011192,Oeste,900.0
Toyota,Hatchback,2019,400000,Gasolina,Automática,2434,112,1585,4.489313539830161,Blanco,1,9.329862689862079,Oeste,6800.0
Honda,Hatchback,2022,400000,Diesel,Automática,1717,80,1322,7.591729424545121,Negro,1,8.700981579906244,Este,9100.0
Toyota,SUV,2010,400000,Eléctrico,Manual,1641,80,1443,0.0,Rojo,1,8.135898564275484,Norte,2600.0
Nissan,Hatchback,2017,400000,Híbrido,Automática,2745,141,1315,5.31195150478136,Rojo,3,3.475216290405369,Centro,1900.0
Mazda,Hatchback,2017,400000,Eléctrico,Automática,1908,115,1371,0.0,Verde,2,4.529480252223307,Sur,3000.0
Toyota,Hatchback,2015,400000,Gasolina,Automática,1887,104,1307,7.118422724975608,Rojo,1,9.923527624133165,Oeste,3700.0
Ford,SUV,2019,400000,Gasolina,Automática,2131,80,1257,7.809597588534035,Plata,1,6.215460272329974,Norte,6400.0
Chevrolet,Sedán,2023,400000,Gasolina,Automática,2316,161,1694,9.536308207922062,Azul,1,9.140837947446217,Centro,14900.0
Ford,Sedán,2016,400000,Gasolina,Manual,1732,93,1497,4.602146390114919,Negro,2,7.745131124626188,Norte,3800.0
Toyota,Pickup,2021,400000,Diesel,Automática,1000,80,1203,8.124819947419425,Plata,1,8.670874305157447,Norte,12600.0
Ford,Sedán,2022,400000,Gasolina,Automática,2578,136,1373,7.068991260805728,Plata,3,7.268953700510185,Centro,8400.0
Hyundai,Sedán,2012,400000,Diesel,Manual,2214,91,1206,8.429558522851085,Verde,2,4.337174165865518,Este,900.0
Toyota,Minivan,2018,400000,Gasolina,Manual,1558,86,1417,9.54136157731571,Negro,1,6.599668156917371,Este,4700.0
Toyota,Sedán,2013,400000,Gasolina,Automática,1919,80,1353,9.198109630598193,Plata,1,8.886014265622038,Oeste,2600.0
Ford,Hatchback,2020,400000,Diesel,Automática,2661,139,1429,8.721338453989716,Verde,1,9.371347722674168,Este,7500.0
Mercedes-Benz,Coupé,2024,1000,Gasolina,Manual,2789,147,1025,3.1848337519791112,Azul,1,7.946891643764996,Oeste,48300.0
Mazda,Hatchback,2011,400000,Diesel,Manual,1834,107,1070,5.778779429705401,Negro,3,7.700518277643646,Oeste,1300.0
Mazda,Pickup,2013,400000,Gasolina,Manual,2748,132,1373,5.828722094843289,Amarillo,2,7.405216631459311,Centro,2200.0
Ford,Minivan,2011,400000,Diesel,Automática,2000,80,1557,12.536095066438506,Rojo,1,6.968810825838527,Norte,1700.0
Nissan,Pickup,2021,400000,Gasolina,Manual,1632,80,1415,8.780371862447057,Rojo,1,9.230343132433376,Sur,10300.0
Toyota,Hatchback,2013,400000,Gasolina,Automática,1735,97,1246,7.20999311281715,Plata,3,8.382961127289335,Sur,2300.0
Nissan,SUV,2011,400000,Diesel,Manual,2887,146,1220,9.205302583313154,Blanco,3,8.025526895632591,Este,2100.0
BMW,SUV,2021,400000,Híbrido,Automática,2289,114,1648,3.8915762359083708,Negro,1,5.871861857206513,Centro,19400.0
Nissan,Pickup,2024,1000,Gasolina,Automática,1525,80,1211,8.147068888507386,Gris,3,6.233277158020885,Sur,15000.0
BMW,Pickup,2023,400000,Gasolina,Automática,2515,138,1453,9.968541949538658,Verde,1,6.047984069740187,Norte,23300.0
Hyundai,Pickup,2020,400000,Gasolina,Automática,2534,150,1159,9.378760353428836,Amarillo,1,9.989447284664971,Oeste,10100.0
Toyota,Hatchback,2024,1000,Gasolina,Manual,1792,88,1346,11.998049570152183,Gris,1,9.451460732009165,Oeste,20000.0
BMW,SUV,2017,400000,Diesel,Automática,2233,124,1567,8.519241455824703,Plata,1,3.7440327293570825,Centro,5700.0
Toyota,SUV,2015,400000,Diesel,Manual,2708,150,1130,8.219916826495824,Blanco,2,6.298055096356155,Este,3700.0
Chevrolet,Sedán,2023,400000,Gasolina,Automática,1419,80,1238,11.899428171103182,Negro,1,4.8647714421458454,Norte,7200.0
Toyota,Pickup,2017,400000,Gasolina,Manual,1094,80,1617,6.9035395875069145,Rojo,1,5.096248900845238,Este,3300.0
Toyota,Sedán,2020,400000,Diesel,Automática,1663,100,1667,13.27369190625679,Plata,2,3.1098357492347346,Este,2900.0
Chevrolet,SUV,2010,400000,Gasolina,Automática,1120,80,1623,7.595296881276505,Negro,1,3.925271521005448,Centro,800.0
Honda,Pickup,2018,400000,Diesel,Automática,1377,80,1478,8.082185781103677,Negro,1,7.121156653120448,Oeste,5700.0
Chevrolet,Sedán,2021,400000,Gasolina,Automática,2571,135,1047,8.57904789070027,Negro,2,7.612241304322029,Este,7800.0
Nissan,Coupé,2020,400000,Diesel,Automática,1576,80,1244,5.0304927462866615,Blanco,1,9.680880251352107,Este,9200.0
Toyota,Sedán,2023,400000,Gasolina,Automática,1966,96,1489,7.5253657474230415,Negro,1,8.777212774486857,Norte,14200.0
Toyota,Coupé,2011,400000,Diesel,Automática,2362,124,1180,6.212439194281878,Blanco,1,4.755464197957359,Oeste,1200.0
Nissan,SUV,2017,400000,Gasolina,Manual,2592,102,1180,9.267272379496742,Blanco,3,6.730221850592392,Este,4200.0
Ford,Sedán,2013,400000,Gasolina,Automática,2174,110,1640,7.119096870895384,Azul,2,4.374055227933719,Sur,1200.0
Hyundai,Hatchback,2023,400000,Diesel,Automática,1000,80,1210,7.950077256453677,Amarillo,3,6.259023625035631,Sur,7000.0
Mazda,Coupé,2024,1000,Gasolina,Manual,1973,92,1719,7.586319454749195,Negro,1,8.37410919529252,Oeste,20400.0
Kia,SUV,2011,400000,Gasolina,Automática,2383,117,1536,6.423731303001168,Azul,1,8.322868161743221,Oeste,1800.0
Mazda,Hatchback,2022,400000,Gasolina,Automática,2083,80,1521,9.78766249838401,Rojo,2,8.404140693815426,Centro,8600.0
Chevrolet,Minivan,2010,400000,Gasolina,Automática,2273,108,1403,10.369598094426477,Azul,1,4.4506041547110335,Este,800.0
Mazda,Sedán,2021,400000,Híbrido,Automática,1663,80,1889,3.225780060176486,Amarillo,1,5.961794857640324,Sur,7000.0
Honda,Pickup,2013,400000,Diesel,Automática,2047,81,1497,7.386280260018463,Azul,2,7.925998869405719,Sur,2900.0
Ford,Sedán,2019,400000,Gasolina,Manual,2330,116,1336,7.8789421615020565,Amarillo,2,3.728759461248494,Oeste,2800.0
Hyundai,SUV,2024,1000,Diesel,Manual,2712,151,1371,4.111577526317829,Verde,1,5.343466414151266,Oeste,14100.0
Chevrolet,Sedán,2010,400000,Gasolina,Automática,1680,95,1466,8.296979467778304,Verde,2,7.2558029821660535,Norte,1100.0
Hyundai,SUV,2017,400000,Híbrido,Automática,1669,80,1458,5.369931989488941,Verde,3,6.595623983783518,Norte,4900.0
Kia,Sedán,2011,400000,Gasolina,Automática,2791,122,1472,8.498719377035398,Negro,2,3.5109666465852465,Oeste,500.0
Kia,SUV,2017,400000,Gasolina,Automática,1831,88,1484,7.389611128261733,Rojo,4,8.012487318394362,Norte,4700.0
BMW,SUV,2019,400000,Gasolina,Manual,2111,117,1504,9.163504309573822,Plata,1,5.624061970287329,Oeste,10800.0
Chevrolet,Hatchback,2010,400000,Gasolina,Automática,2131,113,1076,8.662217197577784,Gris,1,9.536263461127078,Oeste,1300.0
Ford,Hatchback,2016,400000,Gasolina,Manual,1997,84,1492,4.873766287856461,Plata,2,4.92534404846291,Centro,2000.0
Nissan,Hatchback,2016,400000,Gasolina,Manual,2971,142,1631,9.829443319956248,Blanco,4,9.863865946202617,Norte,3700.0
Ford,Sedán,2014,400000,Diesel,Automática,1885,82,1418,8.505915277308855,Amarillo,2,9.143651622206121,Este,3300.0
Nissan,Coupé,2012,400000,Gasolina,Manual,2395,80,1447,10.275064701762972,Plata,1,8.18517991331015,Este,1900.0
Mazda,SUV,2015,400000,Eléctrico,Automática,1791,106,1416,0.0,Gris,2,4.544739339655563,Centro,3300.0
Mazda,Sedán,2020,400000,Gasolina,Manual,2932,155,1402,11.736050880999102,Amarillo,1,7.68246497505917,Este,7600.0
Ford,Hatchback,2014,400000,Diesel,Manual,1589,102,1502,8.98557312419014,Gris,1,4.07770279642246,Este,1200.0
Honda,Hatchback,2018,400000,Híbrido,Automática,2309,136,1407,6.233411484626668,Rojo,1,7.213298341907154,Centro,5000.0
Chevrolet,Sedán,2013,400000,Diesel,Automática,1000,80,1405,7.394593049940874,Verde,1,7.88208919072753,Sur,2100.0
Toyota,Sedán,2018,400000,Híbrido,Manual,1853,108,1344,5.746014848441744,Plata,2,5.315015191323912,Centro,4300.0
BMW,Pickup,2023,400000,Diesel,Automática,2278,110,1246,8.81676093468457,Blanco,2,9.958676137532544,Centro,38700.0
Ford,SUV,2019,400000,Gasolina,Automática,1273,80,1088,8.982766298210981,Azul,2,3.61179113248402,Norte,3600.0
Honda,SUV,2015,400000,Diesel,Automática,1813,82,1354,9.809286610948451,Azul,1,7.209305554570992,Este,3900.0
Toyota,Coupé,2018,400000,Gasolina,Manual,3600,180,1320,7.373286981537172,Blanco,1,8.046230180744525,Este,6500.0
Mazda,Sedán,2012,400000,Gasolina,Automática,1465,82,1734,4.526766399479582,Rojo,4,4.006643945582988,Sur,1000.0
Nissan,Hatchback,2021,400000,Gasolina,Automática,2136,116,1505,10.519129563176485,Amarillo,1,9.298783672375285,Centro,7800.0
Ford,SUV,2023,400000,Diesel,Manual,1266,80,1369,7.117254427913488,Azul,1,6.940599502031137,Oeste,13500.0
Toyota,Sedán,2022,400000,Gasolina,Manual,1458,85,1447,7.519661542075958,Rojo,1,9.746503653670732,Sur,12600.0
Ford,Sedán,2010,400000,Gasolina,Automática,2213,92,1442,8.181631072970431,Azul,3,6.236936885573244,Sur,1100.0
Ford,Hatchback,2021,400000,Gasolina,Manual,1888,86,1578,7.739609214343803,Azul,2,9.606585696227123,Este,8900.0
Mazda,Sedán,2015,400000,Eléctrico,Manual,1593,80,1305,0.0,Plata,1,6.981895225358925,Este,4000.0
Nissan,Hatchback,2013,400000,Gasolina,Manual,1766,80,1532,3.2738478236378166,Rojo,1,4.538133578058384,Este,900.0
Ford,Minivan,2020,400000,Gasolina,Automática,2554,148,1243,8.925658960908109,Gris,1,6.089681554101762,Este,6800.0
Honda,Pickup,2019,400000,Gasolina,Automática,1885,99,1350,10.002943732554566,Blanco,3,6.128422951604993,Sur,5900.0
Audi,SUV,2024,1000,Eléctrico,Manual,2288,116,1204,0.0,Azul,1,9.193642231814696,Centro,80900.0
Chevrolet,Sedán,2013,400000,Eléctrico,Automática,1126,85,1131,0.0,Verde,2,6.6692008709012605,Este,2300.0
Mazda,SUV,2013,400000,Diesel,Automática,1727,80,1805,7.380068628853949,Gris,1,8.69528180862125,Norte,3500.0
Toyota,SUV,2010,400000,Híbrido,Manual,1786,92,1472,3.853440265084048,Negro,1,8.744356696809568,Sur,2600.0
Chevrolet,Minivan,2014,400000,Gasolina,Automática,1629,99,1418,8.815499447736396,Gris,3,6.552428511181937,Oeste,2200.0
Toyota,Minivan,2018,400000,Eléctrico,Automática,1935,110,1285,0.0,Verde,1,3.6974087945618086,Oeste,3900.0
Chevrolet,SUV,2012,400000,Gasolina,Automática,1846,102,1611,6.624163295183332,Blanco,2,8.63817745243334,Centro,2500.0
Audi,Sedán,2021,400000,Gasolina,Manual,2364,135,1466,7.89535018305215,Negro,1,9.57955737837599,Sur,21300.0
Ford,Coupé,2011,400000,Gasolina,Automática,2553,141,1365,5.888673146514856,Plata,4,9.832929138265234,Sur,2500.0
Toyota,Pickup,2021,400000,Gasolina,Automática,1689,94,1162,9.216231588432914,Verde,1,4.828270952504645,Sur,7200.0
Toyota,SUV,2011,400000,Diesel,Automática,2600,111,1639,8.143878885420675,Negro,1,4.003966205442269,Norte,1100.0
Ford,SUV,2024,1000,Gasolina,Automática,1635,82,1382,11.06132628916069,Rojo,1,4.024810500009892,Norte,11700.0
Honda,SUV,2019,400000,Eléctrico,Manual,2060,119,1265,0.0,Blanco,2,7.78154116331272,Este,11100.0
Toyota,Coupé,2016,400000,Gasolina,Automática,1334,80,1355,8.588859802574321,Rojo,1,9.596650291927476,Oeste,5300.0
Hyundai,Sedán,2023,400000,Gasolina,Automática,1857,82,1732,7.841175096997914,Gris,2,3.5782474338868715,Norte,4500.0
Chevrolet,Pickup,2015,400000,Gasolina,Manual,2764,139,1608,10.10192407814339,Plata,4,6.235619326499735,Oeste,2700.0
Honda,Sedán,2024,1000,Diesel,Manual,2071,119,1334,10.667960441664272,Blanco,1,8.005107951815576,Sur,21500.0
BMW,Coupé,2011,400000,Diesel,Manual,1871,81,1931,7.207436645439063,Plata,1,8.662778840404922,Norte,4000.0
Toyota,SUV,2022,400000,Gasolina,Automática,1000,80,1439,8.039925631672912,Azul,1,6.198500604374916,Oeste,10600.0
Mercedes-Benz,Sedán,2010,400000,Gasolina,Automática,1967,80,1106,6.969326934928499,Blanco,1,3.0325537456791847,Norte,1200.0
Ford,Sedán,2016,400000,Gasolina,Automática,2048,90,1414,9.772025704690236,Verde,1,3.9188733888959852,Sur,1800.0
BMW,Hatchback,2023,400000,Diesel,Manual,1762,99,1299,9.32111087572444,Rojo,2,3.5616529913443964,Sur,9900.0
Nissan,Sedán,2024,1000,Eléctrico,Automática,1833,80,1525,0.0,Gris,1,6.7280353382516545,Sur,18900.0
Kia,Hatchback,2020,400000,Gasolina,Automática,1947,81,1396,5.828467093193566,Negro,1,8.020486728909136,Este,4700.0
Audi,Sedán,2015,400000,Híbrido,Manual,2015,95,1270,4.190671719269492,Amarillo,1,8.211807989117162,Oeste,7300.0
Honda,Sedán,2014,400000,Gasolina,Manual,1909,89,1501,11.205476601488872,Amarillo,1,5.300541398499936,Este,1700.0
Audi,SUV,2014,400000,Gasolina,Manual,2585,141,1107,6.858561777444858,Plata,2,4.5708830254063555,Centro,4000.0
Ford,Hatchback,2019,400000,Eléctrico,Automática,1482,80,1445,0.0,Blanco,2,6.413833287498524,Centro,5300.0
Ford,SUV,2022,400000,Gasolina,Automática,2772,114,1870,6.506003874450173,Blanco,1,6.476946865146688,Norte,11500.0
Ford,SUV,2012,400000,Gasolina,Automática,1867,110,1629,8.978097935929659,Azul,1,9.097159845015105,Norte,3100.0
Nissan,Hatchback,2020,400000,Gasolina,Manual,2267,120,1167,6.342853209874065,Plata,1,9.006830026942199,Norte,6100.0
Honda,SUV,2024,1000,Gasolina,Automática,2532,108,1696,9.581013672672922,Negro,1,4.16636616722758,Este,11900.0
Nissan,Sedán,2021,400000,Diesel,Automática,2095,121,1428,8.479701796511065,Gris,1,3.4866379094026625,Sur,3200.0
Nissan,Sedán,2014,400000,Diesel,Automática,1983,80,1272,8.303239145411522,Blanco,1,6.113117339945851,Norte,2000.0
Hyundai,Sedán,2023,400000,Híbrido,Manual,2073,117,1415,5.7739928370650375,Amarillo,1,7.0803877497117895,Norte,9400.0
Kia,Hatchback,2021,400000,Gasolina,Automática,1029,80,1623,7.5483964542244335,Blanco,1,9.550317145069315,Centro,7300.0
Chevrolet,SUV,2015,400000,Gasolina,Automática,1000,80,1295,10.738962306983428,Plata,1,9.1730019881599,Sur,5000.0
Ford,SUV,2020,400000,Gasolina,Manual,2377,100,1098,7.682786936757109,Plata,5,8.686047947042683,Este,9900.0
Honda,Pickup,2016,400000,Gasolina,Manual,1835,91,1227,5.717459134385065,Blanco,1,9.643711924256412,Sur,5500.0
Honda,SUV,2016,400000,Eléctrico,Automática,1573,80,1416,0.0,Blanco,3,7.923530701022178,Centro,6700.0
Toyota,Hatchback,2022,400000,Diesel,Automática,2110,126,1210,5.555019044553651,Azul,1,4.119551713399966,Este,5000.0
Ford,Sedán,2019,400000,Gasolina,Automática,1921,106,1433,10.366711082534724,Blanco,2,9.211091102572448,Oeste,7200.0
Honda,Hatchback,2019,400000,Híbrido,Manual,1353,80,1321,5.0605624495716155,Rojo,3,7.899912054534619,Norte,6000.0
Audi,Hatchback,2017,400000,Diesel,Automática,2473,111,1163,6.784876924543855,Blanco,1,8.379144300496076,Este,8800.0
Nissan,Pickup,2014,400000,Gasolina,Manual,2565,124,1504,9.44001614249973,Gris,2,6.853847410829148,Centro,2500.0
Ford,Coupé,2023,400000,Diesel,Automática,2105,105,1496,8.264487764249916,Gris,2,8.725496926205167,Sur,14600.0
Nissan,Pickup,2013,400000,Gasolina,Automática,2082,122,1462,7.71881605319296,Verde,3,3.694951068665675,Este,1200.0
Toyota,Pickup,2021,400000,Gasolina,Automática,1994,110,1043,6.335182061401658,Azul,2,7.9123125929483,Centro,11100.0
Chevrolet,SUV,2016,400000,Gasolina,Manual,2059,97,1163,7.817281087661564,Negro,4,6.034770396888089,Este,3200.0
Nissan,SUV,2011,400000,Gasolina,Automática,2174,96,1532,4.853185885837675,Plata,5,4.356821716318126,Norte,1000.0
Chevrolet,Coupé,2017,400000,Gasolina,Automática,1765,95,1344,10.940870765235186,Negro,1,5.813792514038776,Sur,3300.0
Ford,Coupé,2013,400000,Gasolina,Automática,2401,132,1548,5.045506585083571,Blanco,5,9.028368986960288,Sur,3100.0
Audi,SUV,2019,400000,Gasolina,Automática,2085,120,1210,9.530867425197052,Plata,2,4.603912146765062,Este,9400.0
BMW,SUV,2010,400000,Diesel,Automática,2386,106,1189,6.4560061326186196,Blanco,1,7.491177069731909,Centro,3600.0
Nissan,Pickup,2011,400000,Eléctrico,Automática,2630,126,1295,0.0,Plata,1,8.335685579444856,Norte,2500.0
